Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,DefrostN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2020-05-25 09:00:00,708.0,19.0,73.1,18.0,23.0,15.0,47.0,30.0,10.7,50.0,12.0,2120.0,0.0,22.0,7.0,12.0,22.0,54.0,67.0,940.0,910.0,60.0,0.0,0.0,3043.320249795,1150.636799795,49.61218254332624,11.895448307885943,17.387817,0.104552,47.0,49.61218254332624,2.612183,0.08263216234500288,0.9307421,
2020-05-25 10:00:00,708.0,19.0,51.8,18.0,18.0,19.0,46.0,29.2,11.5,49.0,14.0,1380.0,0.0,22.0,5.0,15.0,21.0,26.0,65.0,550.0,520.0,13.0,0.0,0.0,2964.867049795,1229.089999795,48.47973917390766,14.176527939007542,16.520261,0.823472,46.0,48.47973917390766,2.479739,0.08135696259903673,0.9277112,
2020-05-27 02:00:00,708.0,19.0,80.2,18.0,16.0,15.0,34.0,27.4,11.1,46.0,13.0,900.0,0.0,22.0,7.0,18.0,19.0,36.0,60.0,940.0,910.0,60.0,0.0,0.0,2788.347349795,1189.863399795,45.84443855943209,13.050117260841603,14.155561,4.949883,34.0,45.84443855943209,11.844439,0.4253789845580415,0.6388265,
2020-05-27 03:00:00,708.0,19.0,80.2,18.0,17.0,15.0,35.0,27.4,10.7,46.0,12.0,1040.0,0.0,22.0,6.0,13.0,20.0,39.0,60.0,870.0,670.0,49.0,2.0,0.0,2788.347349795,1150.636799795,45.84443855943209,11.895448307885943,14.155561,1.104552,35.0,45.84443855943209,10.844439,0.3894651701040145,0.6805667,
2020-05-27 05:00:00,708.0,19.0,51.8,18.0,18.0,16.0,38.0,29.2,11.1,49.0,13.0,920.0,0.0,22.0,6.0,14.0,21.0,36.0,68.0,870.0,670.0,47.0,3.0,0.0,2964.867049795,1189.863399795,48.47973917390766,13.050117260841603,19.520261,0.949883,38.0,48.47973917390766,10.479739,0.3438264002262603,0.7042097,
2020-05-27 06:00:00,708.0,19.0,51.8,18.0,16.0,16.0,37.0,30.0,10.7,50.0,12.0,880.0,0.0,22.0,7.0,18.0,22.0,39.0,70.0,940.0,910.0,52.0,2.0,0.0,3043.320249795,1150.636799795,49.61218254332624,11.895448307885943,20.387817,6.104552,37.0,49.61218254332624,12.612183,0.39896590444884045,0.6656078,
2020-05-27 07:00:00,708.0,19.0,51.8,18.0,17.0,17.0,37.0,30.0,11.5,50.0,14.0,820.0,0.0,22.0,7.0,18.0,21.0,34.0,69.0,940.0,910.0,11.0,2.0,1.0,3043.320249795,1229.089999795,49.61218254332624,14.176527939007542,19.387817,3.823472,37.0,49.61218254332624,12.612183,0.39896590444884045,0.6440821,
2020-05-28 06:00:00,708.0,19.0,60.4,18.0,16.0,17.0,36.0,27.4,11.1,46.0,13.0,700.0,0.0,22.0,5.0,15.0,19.0,28.0,60.0,550.0,520.0,58.0,2.0,1.0,2788.347349795,1189.863399795,45.84443855943209,13.050117260841603,14.155561,1.949883,36.0,45.84443855943209,9.844439,0.35355135564998746,0.6998127,
2020-05-28 07:00:00,708.0,19.0,60.4,18.0,20.0,18.0,45.0,28.0,11.5,47.0,14.0,1400.0,0.0,22.0,6.0,15.0,20.0,40.0,63.0,870.0,670.0,60.0,0.0,0.0,2847.1872497950003,1229.089999795,46.73680772378418,14.176527939007542,16.263192,0.823472,45.0,46.73680772378418,1.736808,0.0604384459364469,0.9466587,
2020-06-01 06:00:00,708.0,19.0,39.1,18.0,14.0,37.0,50.0,30.8,11.5,51.0,14.0,260.0,0.0,22.0,6.0,22.0,23.0,12.0,70.0,870.0,670.0,40.0,3.0,1.0,3121.773449795,1229.089999795,50.722175177598615,14.176527939007542,19.277825,7.823472,50.0,50.722175177598615,0.722175,0.022069895906382052,0.9802391,
